date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:17	34834/34834	---MCZ	200	added ('OK')	text/html	etag:W/%22599f9f04-8812%22	https://html.waituk.com/roxine/features-with-image.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-with-image.html	(from https://html.waituk.com/roxine/index.html)
15:45:17	35215/35215	---MCZ	200	added ('OK')	text/html	etag:W/%22599f9efe-898f%22	https://html.waituk.com/roxine/features-with-video.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-with-video.html	(from https://html.waituk.com/roxine/index.html)
15:45:18	50145/50145	---MCZ	200	added ('OK')	text/html	etag:W/%22599a9501-c3e1%22	https://html.waituk.com/roxine/footer-v1.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/footer-v1.html	(from https://html.waituk.com/roxine/index.html)
15:45:18	43126/43126	---MCZ	200	added ('OK')	text/html	etag:W/%2259969dea-a876%22	https://html.waituk.com/roxine/footer-v2.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/footer-v2.html	(from https://html.waituk.com/roxine/index.html)
15:45:18	43401/43401	---MCZ	200	added ('OK')	text/html	etag:W/%22599a95f1-a989%22	https://html.waituk.com/roxine/footer-v3.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/footer-v3.html	(from https://html.waituk.com/roxine/index.html)
15:45:18	44036/44036	---MCZ	200	added ('OK')	text/html	etag:W/%2259969dea-ac04%22	https://html.waituk.com/roxine/footer-v4.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/footer-v4.html	(from https://html.waituk.com/roxine/index.html)
15:45:19	43406/43406	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89a2-a98e%22	https://html.waituk.com/roxine/footer-v5.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/footer-v5.html	(from https://html.waituk.com/roxine/index.html)
15:45:19	43350/43350	---MCZ	200	added ('OK')	text/html	etag:W/%22599a97ac-a956%22	https://html.waituk.com/roxine/footer-v6.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/footer-v6.html	(from https://html.waituk.com/roxine/index.html)
15:45:19	45653/45653	---MCZ	200	added ('OK')	text/html	etag:W/%22599d4a63-b255%22	https://html.waituk.com/roxine/footer-v7.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/footer-v7.html	(from https://html.waituk.com/roxine/index.html)
15:45:19	52335/52335	---MCZ	200	added ('OK')	text/html	etag:W/%22599fa5ec-cc6f%22	https://html.waituk.com/roxine/footer-v8.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/footer-v8.html	(from https://html.waituk.com/roxine/index.html)
15:45:19	77892/77892	---MCZ	200	added ('OK')	text/html	etag:W/%2259969deb-13044%22	https://html.waituk.com/roxine/premium-slides.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/premium-slides.html	(from https://html.waituk.com/roxine/index.html)
15:45:20	55893/55893	---MCZ	200	added ('OK')	text/html	etag:W/%2259969deb-da55%22	https://html.waituk.com/roxine/slider-left-aligned.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/slider-left-aligned.html	(from https://html.waituk.com/roxine/index.html)
15:45:20	55968/55968	---MCZ	200	added ('OK')	text/html	etag:W/%2259969deb-daa0%22	https://html.waituk.com/roxine/slider-center-aligned.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/slider-center-aligned.html	(from https://html.waituk.com/roxine/index.html)
15:45:20	51276/51276	---MCZ	200	added ('OK')	text/html	etag:W/%2259969deb-c84c%22	https://html.waituk.com/roxine/slider-right-aligned.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/slider-right-aligned.html	(from https://html.waituk.com/roxine/index.html)
15:45:20	46894/46894	---MCZ	200	added ('OK')	text/html	etag:W/%22599fca95-b72e%22	https://html.waituk.com/roxine/features-left-overlay.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-left-overlay.html	(from https://html.waituk.com/roxine/index.html)
15:45:21	46891/46891	---MCZ	200	added ('OK')	text/html	etag:W/%22599fac1b-b72b%22	https://html.waituk.com/roxine/features-right-overlay.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-right-overlay.html	(from https://html.waituk.com/roxine/index.html)
15:45:21	46660/46660	---MCZ	200	added ('OK')	text/html	etag:W/%22599fabf9-b644%22	https://html.waituk.com/roxine/features-left-push.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-left-push.html	(from https://html.waituk.com/roxine/index.html)
15:45:21	46416/46416	---MCZ	200	added ('OK')	text/html	etag:W/%22599fac10-b550%22	https://html.waituk.com/roxine/features-right-push.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-right-push.html	(from https://html.waituk.com/roxine/index.html)
15:45:21	46658/46658	---MCZ	200	added ('OK')	text/html	etag:W/%22599fac08-b642%22	https://html.waituk.com/roxine/features-side-panel-colored.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-side-panel-colored.html	(from https://html.waituk.com/roxine/index.html)
15:45:21	44975/44975	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-afaf%22	https://html.waituk.com/roxine/features-slide-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-slide-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:22	44467/44467	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-adb3%22	https://html.waituk.com/roxine/features-image-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-image-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:22	44500/44500	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-add4%22	https://html.waituk.com/roxine/features-parallax-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-parallax-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:22	44590/44590	---MCZ	200	added ('OK')	text/html	etag:W/%22599d3dbb-ae2e%22	https://html.waituk.com/roxine/features-video-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-video-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:22	44753/44753	---MCZ	200	added ('OK')	text/html	etag:W/%22599d3db3-aed1%22	https://html.waituk.com/roxine/features-google-map-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-google-map-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:23	44462/44462	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-adae%22	https://html.waituk.com/roxine/features-colored-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-colored-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:23	44418/44418	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-ad82%22	https://html.waituk.com/roxine/features-light-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-light-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:23	44458/44458	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-adaa%22	https://html.waituk.com/roxine/features-dark-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-dark-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:24	44492/44492	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-adcc%22	https://html.waituk.com/roxine/features-fullscreen-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-fullscreen-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:24	44594/44594	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-ae32%22	https://html.waituk.com/roxine/features-contained-bg.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-contained-bg.html	(from https://html.waituk.com/roxine/index.html)
15:45:24	43968/43968	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-abc0%22	https://html.waituk.com/roxine/features-left-aligned-title.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-left-aligned-title.html	(from https://html.waituk.com/roxine/index.html)
15:45:24	43974/43974	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-abc6%22	https://html.waituk.com/roxine/features-right-aligned-title.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-right-aligned-title.html	(from https://html.waituk.com/roxine/index.html)
15:45:24	43960/43960	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-abb8%22	https://html.waituk.com/roxine/features-center-aligned-title.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-center-aligned-title.html	(from https://html.waituk.com/roxine/index.html)
15:45:25	44462/44462	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-adae%22	https://html.waituk.com/roxine/features-title-with-breadcrumb.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-title-with-breadcrumb.html	(from https://html.waituk.com/roxine/index.html)
15:45:25	40065/40065	---MCZ	200	added ('OK')	text/html	etag:W/%225996abca-9c81%22	https://html.waituk.com/roxine/signin.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/signin.html	(from https://html.waituk.com/roxine/index.html)
15:45:25	39288/39288	---MCZ	200	added ('OK')	text/html	etag:W/%225996abc3-9978%22	https://html.waituk.com/roxine/signup.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/signup.html	(from https://html.waituk.com/roxine/index.html)
15:45:25	38709/38709	---MCZ	200	added ('OK')	text/html	etag:W/%225996abab-9735%22	https://html.waituk.com/roxine/forgot-password.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/forgot-password.html	(from https://html.waituk.com/roxine/index.html)
15:45:26	38735/38735	---MCZ	200	added ('OK')	text/html	etag:W/%2259969deb-974f%22	https://html.waituk.com/roxine/new-password.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/new-password.html	(from https://html.waituk.com/roxine/index.html)
15:45:26	37962/37962	---MCZ	200	added ('OK')	text/html	etag:W/%225996aa91-944a%22	https://html.waituk.com/roxine/confirm-email.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/confirm-email.html	(from https://html.waituk.com/roxine/index.html)
15:45:26	37967/37967	---MCZ	200	added ('OK')	text/html	etag:W/%225996abd2-944f%22	https://html.waituk.com/roxine/registration-success.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/registration-success.html	(from https://html.waituk.com/roxine/index.html)
15:45:26	44474/44474	---MCZ	200	added ('OK')	text/html	etag:W/%2259969de9-adba%22	https://html.waituk.com/roxine/features-header-search.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-header-search.html	(from https://html.waituk.com/roxine/index.html)
15:45:26	46712/46712	---MCZ	200	added ('OK')	text/html	etag:W/%22599aa9f1-b678%22	https://html.waituk.com/roxine/features-transparent-bg-search.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-transparent-bg-search.html	(from https://html.waituk.com/roxine/index.html)
15:45:27	44379/44379	---MCZ	200	added ('OK')	text/html	etag:W/%22599fd98d-ad5b%22	https://html.waituk.com/roxine/features-light-bg-search.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-light-bg-search.html	(from https://html.waituk.com/roxine/index.html)
15:45:27	46714/46714	---MCZ	200	added ('OK')	text/html	etag:W/%22599aabfc-b67a%22	https://html.waituk.com/roxine/features-dark-bg-search.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-dark-bg-search.html	(from https://html.waituk.com/roxine/index.html)
15:45:27	44384/44384	---MCZ	200	added ('OK')	text/html	etag:W/%22599fda06-ad60%22	https://html.waituk.com/roxine/features-colored-bg-search.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/features-colored-bg-search.html	(from https://html.waituk.com/roxine/index.html)
15:45:27	50076/50076	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89ec-c39c%22	https://html.waituk.com/roxine/portfolio-no-sidebar-2-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-no-sidebar-2-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:28	48909/48909	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89f2-bf0d%22	https://html.waituk.com/roxine/portfolio-no-sidebar-3-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-no-sidebar-3-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:28	61320/61320	---MCZ	200	added ('OK')	text/html	etag:W/%22599fdd9c-ef88%22	https://html.waituk.com/roxine/portfolio-no-sidebar-4-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-no-sidebar-4-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:28	52400/52400	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89f9-ccb0%22	https://html.waituk.com/roxine/portfolio-no-sidebar-6-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-no-sidebar-6-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:28	59880/59880	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89c5-e9e8%22	https://html.waituk.com/roxine/portfolio-left-sidebar-2-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-left-sidebar-2-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:28	58585/58585	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89cd-e4d9%22	https://html.waituk.com/roxine/portfolio-left-sidebar-3-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-left-sidebar-3-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:29	62496/62496	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89d7-f420%22	https://html.waituk.com/roxine/portfolio-left-sidebar-4-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-left-sidebar-4-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:29	54701/54701	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89fe-d5ad%22	https://html.waituk.com/roxine/portfolio-right-sidebar-2-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-right-sidebar-2-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:29	62453/62453	---MCZ	200	added ('OK')	text/html	etag:W/%22599a8a05-f3f5%22	https://html.waituk.com/roxine/portfolio-right-sidebar-3-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-right-sidebar-3-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:29	62477/62477	---MCZ	200	added ('OK')	text/html	etag:W/%22599a8a0c-f40d%22	https://html.waituk.com/roxine/portfolio-right-sidebar-4-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-right-sidebar-4-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:30	51775/51775	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89de-ca3f%22	https://html.waituk.com/roxine/portfolio-masonary.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-masonary.html	(from https://html.waituk.com/roxine/index.html)
15:45:30	48214/48214	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89c0-bc56%22	https://html.waituk.com/roxine/portfolio-full-width.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-full-width.html	(from https://html.waituk.com/roxine/index.html)
15:45:30	48745/48745	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89b5-be69%22	https://html.waituk.com/roxine/portfolio-full-width-spaced.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-full-width-spaced.html	(from https://html.waituk.com/roxine/index.html)
15:45:30	48715/48715	---MCZ	200	added ('OK')	text/html	etag:W/%22599a89ae-be4b%22	https://html.waituk.com/roxine/portfolio-3-col.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-3-col.html	(from https://html.waituk.com/roxine/index.html)
15:45:30	45079/45079	---MCZ	200	added ('OK')	text/html	etag:W/%22599a8a20-b017%22	https://html.waituk.com/roxine/portfolio-single.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-single.html	(from https://html.waituk.com/roxine/index.html)
15:45:31	44878/44878	---MCZ	200	added ('OK')	text/html	etag:W/%22599feb7a-af4e%22	https://html.waituk.com/roxine/portfolio-single-v2.html	D:/Folder/Excel%20Tips/Haridas%20Website/html.waituk.com/roxine/portfolio-single-v2.html	(from https://html.waituk.com/roxine/index.html)
